Occupation,Owns_House,Relationship_Type_Pookie,Family_Structure,Number_of_Vehicles_Owned,Gym_Category,Owns_Land,Land_Legal_Dispute,Personality_Type,Rural_or_Urban_Background,Education_Level,Age,Yearly_Inhand_Income_INR,Savings_in_Lakhs,Dahej_Category
Unemployed,No,Not Pookie,Nuclear,0,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,35,0.0,0.0,0
Private Job,No,Not Pookie,Joint,1,Passionate,No,No,Virus,Shehr ka Launda,Graduate+,31,1204.0,1.96,1
Unemployed,No,Not Pookie,Joint,2,Optional,Yes,Yes,Chill,Shehr ka Launda,10th Pass,18,0.0,1.76,0
Unemployed,Yes,Not Pookie,Nuclear,1,Passionate,Yes,No,Chill,Gaon ka Chhora,Graduate+,30,0.0,0.0,2
Government Job,Yes,Not Pookie,Nuclear,10,Passionate,No,No,Chill,Shehr ka Launda,Graduate+,23,39191533.0,540.63,10
Self-employed,Yes,Pookie,Nuclear,0,Optional,No,Yes,Chill,Gaon ka Chhora,Graduate+,31,1519014.0,17.85,3
Business,Yes,Pookie,Joint,7,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,25,27947595.0,378.88,10
Business,No,Not Pookie,Nuclear,2,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,23,8843074.0,99.13,4
Business,Yes,Pookie,Joint,3,Optional,No,No,Chill,Shehr ka Launda,12th Pass,35,5932.0,0.0,4
Freelancer,No,Not Pookie,Nuclear,0,Passionate,No,No,Chill,Shehr ka Launda,12th Pass,26,2057677.0,32.78,2
Unemployed,No,Not Pookie,Joint,2,Optional,No,Yes,Chill,Shehr ka Launda,Graduate+,20,0.0,0.0,0
Freelancer,Yes,Not Pookie,Joint,2,Optional,Yes,No,Virus,Gaon ka Chhora,Graduate+,22,2104034.0,22.89,4
Private Job,Yes,Pookie,Nuclear,4,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,34,6444869.0,90.84,4
Private Job,No,Not Pookie,Joint,0,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,25,394734.0,4.24,1
Government Job,Yes,Not Pookie,Joint,0,Optional,No,Yes,Virus,Shehr ka Launda,Uneducated,25,4028334.0,59.32,2
Private Job,Yes,Not Pookie,Joint,10,Obese,Yes,No,Virus,Shehr ka Launda,12th Pass,22,46762662.0,510.24,8
Unemployed,Yes,Not Pookie,Nuclear,1,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,32,0.0,0.06,0
Unemployed,1000000000000,Not Pookie,Alone,0,Obese,No,No,Virus,N/A,12th Pass,27,0.0,1.27,0
Government Job,Yes,Not Pookie,Nuclear,1,Optional,No,No,Virus,Shehr ka Launda,Graduate+,34,1761193.0,18.78,3
Private Job,Yes,Not Pookie,Joint,4,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,24,19349128.0,270.64,5
Unemployed,Yes,Not Pookie,Alone,0,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,28,0.0,1.98,0
Freelancer,Yes,Not Pookie,Alone,1,Optional,Yes,No,Chill,Gaon ka Chhora,12th Pass,27,3.0,0.0,4
Freelancer,Yes,Not Pookie,Nuclear,3,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,26,7349067.0,102.95,5
Freelancer,No,Not Pookie,Alone,0,Optional,Yes,No,Chill,Shehr ka Launda,10th Pass,33,1502558.0,12.36,3
Unemployed,Yes,Not Pookie,Nuclear,0,Obese,No,No,Virus,Gaon ka Chhora,12th Pass,27,0.0,3.31,0
Private Job,No,Not Pookie,Joint,8,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,34,38237459.0,476.73,7
Business,No,Not Pookie,Nuclear,8,Passionate,No,No,Virus,Gaon ka Chhora,12th Pass,22,30053238.0,411.68,9
Private Job,No,Pookie,Nuclear,1,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,30,1668008.0,20.25,1
Private Job,No,Not Pookie,Joint,9,Optional,Yes,No,Chill,Gaon ka Chhora,10th Pass,36,42168402.0,621.61,9
Unemployed,Yes,Not Pookie,Nuclear,0,Optional,No,Yes,Chill,Gaon ka Chhora,10th Pass,27,0.0,0.0,0
Private Job,No,Not Pookie,Nuclear,0,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,30,487913.0,6.04,1
Freelancer,No,Not Pookie,Nuclear,4,Obese,No,No,Virus,Gaon ka Chhora,Uneducated,26,21913149.0,317.32,5
Private Job,Yes,Not Pookie,Alone,4,Passionate,No,No,Virus,Shehr ka Launda,10th Pass,26,22107126.0,309.46,7
Private Job,No,Not Pookie,Joint,1,Obese,Yes,No,Chill,Gaon ka Chhora,12th Pass,34,8978979.0,91.43,4
Freelancer,No,Not Pookie,Joint,4,Optional,No,No,Chill,Shehr ka Launda,12th Pass,35,18985253.0,267.76,6
Private Job,No,Not Pookie,Joint,3,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,25,18.0,1.87,1
Government Job,No,Not Pookie,Nuclear,6,Obese,Yes,No,Virus,Gaon ka Chhora,12th Pass,22,22759277.0,301.42,7
Unemployed,No,Not Pookie,Nuclear,1,Obese,No,Yes,Virus,Gaon ka Chhora,Graduate+,24,0.0,0.0,0
Private Job,Yes,Not Pookie,Nuclear,0,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,36,948509.0,13.43,1
Private Job,Yes,Not Pookie,Nuclear,0,Optional,Yes,No,Chill,Gaon ka Chhora,Graduate+,32,10461.0,0.96,4
Private Job,Yes,Not Pookie,Nuclear,1,Obese,No,Yes,Chill,Shehr ka Launda,10th Pass,32,13970.0,0.0,0
Private Job,Yes,Not Pookie,Joint,3,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,25,3203617.0,38.14,3
Private Job,Yes,Not Pookie,Nuclear,2,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,18,5012530.0,70.5,3
Private Job,No,Not Pookie,Nuclear,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,32,14.0,0.39,1
Private Job,Yes,Not Pookie,Joint,0,Passionate,No,No,Chill,Gaon ka Chhora,10th Pass,25,5030.0,0.0,2
Freelancer,No,Not Pookie,Alone,3,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,34,18188251.0,264.93,5
Government Job,No,Not Pookie,Alone,1,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,28,8313273.0,92.38,4
Self-employed,No,Not Pookie,Joint,0,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,32,1095232.0,12.73,3
Private Job,No,Not Pookie,Joint,2,1000000000,No,No,Chillx,Shehr ka Launda,Graduate+,26,6608466.0,86.95,3
Self-employed,Yes,Not Pookie,Joint,2,Obese,No,No,Virus,Gaon ka Chhora,Graduate+,40,2661827.0,31.25,2
Unemployed,No,Not Pookie,Nuclear,2,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,29,0.0,0.0,0
Private Job,Yes,Not Pookie,Nuclear,0,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,29,547470.0,5.07,2
Private Job,No,Not Pookie,Joint,5,Optional,No,No,Chill,Shehr ka Launda,10th Pass,27,24726864.0,323.83,6
Government Job,Yes,Not Pookie,Joint,0,Passionate,Yes,No,Chill,Shehr ka Launda,Graduate+,29,474596.0,6.18,5
Unemployed,Yes,Not Pookie,Nuclear,0,Obese,No,No,Chill,Shehr ka Launda,10th Pass,20,0.0,0.0,0
Private Job,Yes,Not Pookie,Nuclear,2,Passionate,No,No,Virus,Shehr ka Launda,10th Pass,30,1162002.0,14.35,2
Private Job,No,Not Pookie,Nuclear,2,Passionate,No,No,Chill,Shehr ka Launda,10th Pass,29,6479634.0,73.09,4
Private Job,Yes,Not Pookie,Nuclear,2,Obese,Yes,No,Virus,Gaon ka Chhora,12th Pass,25,165470.0,0.0,2
Private Job,No,Pookie,Nuclear,5,Obese,No,Yes,Virus,Gaon ka Chhora,10th Pass,29,15485729.0,221.84,3
Unemployed,Yes,Pookie,Nuclear,0,Optional,Yes,No,Virus,Gaon ka Chhora,Graduate+,29,0.0,0.0,1
Business,Yes,Not Pookie,Joint,3,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,41,5457209.0,59.14,6
Unemployed,Yes,Not Pookie,Joint,2,Passionate,Yes,No,Chill,Gaon ka Chhora,12th Pass,22,0.0,1.53,1
Private Job,Yes,Not Pookie,Alone,2,Passionate,No,No,Virus,Gaon ka Chhora,Graduate+,27,3752568.0,42.87,3
Unemployed,Yes,Pookie,Nuclear,1,Obese,Yes,Yes,Chill,Gaon ka Chhora,Graduate+,33,0.0,0.0,0
Unemployed,No,Not Pookie,Nuclear,1,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,30,0.0,0.0,0
Private Job,No,Not Pookie,Nuclear,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,28,618684.0,4.16,1
Business,Yes,Not Pookie,Nuclear,3,Passionate,No,No,Chill,Shehr ka Launda,10th Pass,27,5441418.0,54.46,7
Self-employed,No,Not Pookie,Joint,4,Optional,No,No,Chill,Shehr ka Launda,Graduate+,28,23297505.0,329.48,7
Private Job,No,Not Pookie,Nuclear,2,Optional,No,No,Virus,Shehr ka Launda,Graduate+,27,1384125.0,22.67,1
Unemployed,Yes,Not Pookie,Joint,1,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,22,0.0,0.85,0
Freelancer,No,Not Pookie,Nuclear,1,Passionate,No,No,Chill,Shehr ka Launda,Graduate+,36,4647880.0,51.68,3
Government Job,No,Not Pookie,Joint,2,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,25,10919872.0,117.36,4
Private Job,Yes,Not Pookie,Joint,5,Optional,No,No,Virus,Shehr ka Launda,10th Pass,22,22331918.0,294.59,5
Private Job,No,Not Pookie,Joint,3,Obese,No,No,Chill,Shehr ka Launda,12th Pass,27,11082387.0,113.36,3
Freelancer,Yes,Not Pookie,Nuclear,2,Obese,Yes,No,Chill,Shehr ka Launda,10th Pass,23,2185520.0,27.62,4
Private Job,Yes,Not Pookie,Nuclear,1,Optionalx,Yes,No,Chill,Gaon ka Chhora,12th Pass,27,4713754.0,50.46,4
Freelancer,No,Not Pookie,Nuclear,0,Optional,Yes,No,Virus,Gaon ka Chhora,Graduate+,29,34514.0,3.56,2
Government Job,Yes,Not Pookie,Joint,2,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,28,628888.0,10.51,3
Unemployed,Yes,Pookie,Alone,2,Optional,No,Yes,Virus,Gaon ka Chhora,10th Pass,27,0.0,0.0,0
Private Job,Yes,"['weird', 123]",Nuclear,9,Obese,Yes,No,Virus,Shehr ka Launda,12th Pass,23,??,550.5,8
Freelancer,No,Not Pookie,Nuclear,2,Passionate,No,No,Virus,Shehr ka Launda,12th Pass,31,5863413.0,58.88,3
Freelancer,No,Not Pookie,Joint,5,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,27,20922333.0,231.05,6
Self-employed,No,Not Pookie,Joint,7,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,27,25429976.0,273.24,6
Private Job,Yes,Not Pookie,Joint,1,Obese,No,No,Chill,Shehr ka Launda,Graduate+,37,348192.0,4.51,1
Business,No,Not Pookie,Joint,0,Optional,No,No,Virus,Shehr ka Launda,Graduate+,34,4526880.0,53.68,3
Private Job,Yes,Not Pookie,Alone,3,Optional,No,No,Chill,Shehr ka Launda,12th Pass,33,7648246.0,100.29,5
Private Job,No,Not Pookie,Nuclear,7,Optional,No,No,Chill,Shehr ka Launda,Graduate+,40,36063333.0,378.4,8
Private Job,Yes,Not Pookie,Joint,1,Obese,No,No,Chill,Shehr ka Launda,Graduate+,31,2717410.0,43.1,2
Unemployed,Yes,Not Pookie,Nuclear,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,24,0.0,0.46,0
Private Job,Yes,Not Pookie,Joint,1,Obese,Yes,No,Virus,Shehr ka Launda,Graduate+,25,2208484.0,23.86,3
Freelancer,No,Pookie,Joint,2,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,30,346814.0,4.98,1
Government Job,Yes,Not Pookie,Nuclear,5,Optional,No,No,Chill,Shehr ka Launda,Graduate+,32,24592796.0,366.83,9
Unemployed,Yes,Not Pookie,Nuclear,1,Optional,No,No,Virus,Gaon ka Chhora,10th Pass,26,0.0,0.0,0
Government Job,No,Not Pookie,Joint,1,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,22,1420261.0,21.48,2
Private Job,No,Not Pookie,Joint,"['weird', 123]",Obese,No,No,Chill,Gaon ka Chhora,Graduate+,24,,90.98,2
Government Job,No,Not Pookie,Nuclear,0,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,26,4765112.0,63.68,3
Private Job,No,Not Pookie,Nuclear,0,Optional,No,No,Chill,Shehr ka Launda,Graduate+,27,78868.0,0.0,1
Unemployed,No,Not Pookie,Nuclear,0,Optional,No,No,Chill,Shehr ka Launda,Graduate+,29,0.0,0.0,0
Private Job,Yes,Not Pookie,Nuclear,6,Passionate,Yes,No,Virus,Gaon ka Chhora,Graduate+,40,29145339.0,344.42,8
Freelancer,Yes,Not Pookie,Nuclear,1,Obese,No,No,Virus,Shehr ka Launda,12th Pass,29,8635554.0,129.67,3
Private Job,No,Pookie,Alone,2,Optional,Yes,No,Chill,Shehr ka Launda,10th Pass,34,4259215.0,59.81,4
Self-employed,Yes,Not Pookie,Joint,5,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,26,15580439.0,199.4,7
Freelancer,No,Not Pookie,Nuclear,4,Optional,No,No,Chill,Shehr ka Launda,12th Pass,28,18650991.0,267.94,6
Unemployed,Yes,Not Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,Graduate+,28,0.0,0.0,0
Private Job,No,Not Pookie,Joint,3,Optional,Yes,No,Chill,Gaon ka Chhora,12th Pass,29,16579406.0,201.72,6
Private Job,Yes,Not Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,Graduate+,31,4589.0,1.1,2
Self-employed,Yes,Pookie,Nuclear,1,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,25,1762334.0,15.96,4
Private Job,No,Not Pookie,Nuclear,0,Optional,No,No,Virus,Shehr ka Launda,12th Pass,NULL,1057262.0,16.63,0
Freelancer,Yes,Not Pookie,Alone,7,Obese,No,No,Virus,Gaon ka Chhora,Graduate+,34,28125438.0,348.06,7
Private Job,Yes,Not Pookie,Nuclear,2,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,26,35850.0,0.0,3
Private Job,No,99999,Nuclear,10,Passionate,Yes,No,Chill,Gaon ka Chhora,10th Pass,29,37853359.0,439.4,10
Self-employed,Yes,Not Pookie,Joint,0,Optional,No,Yes,Chill,Gaon ka Chhora,Graduate+,30,1604132.0,16.41,2
Private Job,Yes,Not Pookie,Joint,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,36,8760884.0,101.88,4
Private Job,Yes,Pookie,Joint,1,Optional,No,No,Virus,Shehr ka Launda,10th Pass,30,600752.0,3.34,1
Private Job,No,Not Pookie,Nuclear,2,Obese,Yes,No,Virus,Shehr ka Launda,10th Pass,29,10612229.0,146.95,3
Unemployed,No,Not Pookie,Alone,0,Optional,NULL,No,Chill,Shehr ka Launda,Graduate+,25,0.0,0.0,0
Business,Yes,Not Pookie,Joint,3,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,25,3879459.0,57.03,5
Business,Yes,Not Pookie,Nuclear,0,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,22,1443366.0,17.73,3
Private Job,Yes,Not Pookie,Nuclear,0,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,30,1088429.0,9.8,1
Private Job,Yes,Not Pookie,Joint,1,Passionate,No,No,Chill,Shehr ka Launda,Graduate+,31,175549.0,3.07,3
Unemployed,No,Not Pookie,Nuclear,0,Passionate,Yes,No,Virus,Gaon ka Chhora,12th Pass,32,0.0,0.62,0
Self-employed,No,Not Pookie,Nuclear,4,Optional,Yes,No,Chill,Gaon ka Chhora,10th Pass,28,16838318.0,199.58,8
Government Job,Yes,Not Pookie,Alone,0,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,18,2911459.0,43.08,3
Private Job,Yes,Not Pookie,Joint,0,Optional,No,No,Virus,Shehr ka Launda,Graduate+,26,1719449.0,25.82,2
Government Job,Yes,Not Pookie,Joint,8,Passionate,No,No,Chill,Gaon ka Chhora,12th Pass,26,36042722.0,500.22,10
Private Job,Yes,Not Pookie,Joint,1,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,32,2416859.0,34.43,2
Private Job,Yes,Not Pookie,Nuclear,0,Passionate,Yes,No,Chill,Shehr ka Launda,Graduate+,23,3547946.0,39.57,4
Unemployed,No,Not Pookie,Nuclear,2,Optional,No,No,Chill,Gaon ka Chhora,Uneducated,23,0.0,2.65,0
Private Job,Yes,Not Pookie,Joint,1,Optional,No,No,Chill,Shehr ka Launda,10th Pass,33,1381448.0,14.72,2
Private Job,No,Not Pookie,Nuclear,4,Optional,No,No,Chill,Shehr ka Launda,Graduate+,30,19556917.0,259.83,6
Government Job,No,Not Pookie,Nuclear,2,Optional,Yes,No,Chill,Shehr ka Launda,12th Pass,30,6334559.0,80.79,6
Government Job,Yes,Not Pookie,Alone,6,Obese,No,No,Chill,Gaon ka Chhora,12th Pass,26,32057493.0,447.9,10
Freelancer,Yes,Not Pookie,Alone,3,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,31,7859775.0,85.82,5
Self-employed,Yes,Not Pookie,Alone,5,Passionate,Yes,No,Chill,Shehr ka Launda,10th Pass,32,22092746.0,242.15,9
Unemployed,,Not Pookie,Alone,2,Optional,No,No,Virus,N/A,,28,0.0,0.0,0
Private Job,No,Not Pookie,Nuclear,2,Obese,Yes,No,Chill,Gaon ka Chhora,12th Pass,27,418176.0,2.88,2
Private Job,Yes,Not Pookie,Joint,6,Passionate,No,No,Chill,Shehr ka Launda,12th Pass,28,30987937.0,309.01,9
Private Job,Yes,Not Pookie,Joint,4,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,28,9946399.0,134.18,5
Private Job,No,Not Pookie,Alone,2,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,25,209171.0,0.0,1
Private Job,No,Not Pookie,Joint,1,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,28,1565327.0,18.29,1
Private Job,Yes,Not Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,12th Pass,39,7267528.0,90.93,3
Government Job,No,Not Pookie,Alone,5,Optional,No,No,Chill,Shehr ka Launda,Graduate+,29,27460126.0,378.94,8
Private Job,Yes,Not Pookie,Alone,1,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,35,1596165.0,19.7,2
Freelancer,No,Not Pookie,Nuclear,0,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,31,21527.0,0.0,1
Business,Yes,Not Pookie,Joint,2,Optional,Yes,No,Virus,Gaon ka Chhora,Graduate+,32,512314.0,6.22,5
Government Job,No,Pookie,Nuclear,1,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,28,1424926.0,18.1,3
Private Job,No,Not Pookie,Nuclear,0,Obese,No,No,Virus,Gaon ka Chhora,Graduate+,32,159370.0,2.82,0
Unemployed,No,Not Pookie,Nuclear,1,Obese,No,No,Chill,Shehr ka Launda,Graduate+,28,0.0,0.0,0
??,Yes,NULL,Nuclear,9,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,18,25699857.0,"['weird', 123]",6
Freelancer,Yes,Not Pookie,Nuclear,2,Obese,No,No,Chill,Gaon ka Chhora,10th Pass,30,7622932.0,83.13,4
Private Job,No,Not Pookie,Joint,3,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,28,10286876.0,136.6,4
Business,Yes,Not Pookie,Nuclear,0,Optional,No,No,Virus,Shehr ka Launda,10th Pass,26,341753.0,4.5,3
Private Job,No,Not Pookie,Joint,1,Obese,No,No,Chill,Shehr ka Launda,12th Pass,21,5970486.0,79.06,2
Self-employed,No,Not Pookie,Joint,1,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,26,67134.0,1.86,2
Unemployed,No,Not Pookie,Joint,0,Obese,Yes,No,Chill,Gaon ka Chhora,12th Pass,29,0.0,0.76,0
Government Job,Yes,Not Pookie,Joint,0,Obese,No,No,Chill,Shehr ka Launda,12th Pass,30,47840.0,4.13,3
Private Job,Yes,Not Pookie,Nuclear,4,Passionate,No,No,Chill,Gaon ka Chhora,12th Pass,18,12599885.0,148.85,4
Unemployed,No,Not Pookie,Joint,0,Optional,No,No,Virus,Shehr ka Launda,10th Pass,30,0.0,0.0,0
Self-employed,No,Not Pookie,Joint,8,Obese,No,No,Virus,Shehr ka Launda,Graduate+,24,44782994.0,605.94,7
Self-employed,Yes,Not Pookie,Nuclear,2,Optional,Yes,No,Chill,Gaon ka Chhora,12th Pass,27,53769.0,0.0,5
Private Job,No,Not Pookie,Joint,9,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,34,33412648.0,419.91,8
Private Job,Yes,Not Pookie,Nuclear,2,Obese,Yes,No,Virus,Gaon ka Chhora,10th Pass,24,389601.0,4.55,2
Business,Yes,Not Pookie,Nuclear,4,Optional,Yes,No,Chill,Shehr ka Launda,10th Pass,35,20048746.0,269.9,9
Unemployed,No,Not Pookie,Nuclear,2,Optional,No,No,Chill,Shehr ka Launda,Graduate+,35,0.0,0.0,0
Private Job,Yes,Not Pookie,Nuclear,6,Passionate,No,No,Chill,Shehr ka Launda,10th Pass,33,27152585.0,289.92,7
Self-employed,No,Not Pookie,Joint,4,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,23,16878784.0,238.02,5
Private Job,Yes,Not Pookie,Nuclear,2,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,27,1448705.0,14.3,3
Unemployed,Yes,Not Pookie,Joint,1,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,23,0.0,0.0,0
Self-employed,Yes,Not Pookie,Joint,2,Obese,Yes,No,Chill,Gaon ka Chhora,Graduate+,27,7631086.0,112.17,7
Unemployed,No,Not Pookie,Joint,0,Obese,Yes,No,Virus,Shehr ka Launda,Graduate+,28,0.0,0.0,0
Private Job,No,Not Pookie,Joint,4,Passionate,Yes,No,Chill,Gaon ka Chhora,Graduate+,31,20045214.0,249.89,7
Private Job,Yes,Not Pookie,Nuclear,0,Passionate,Yes,No,Chill,Shehr ka Launda,Graduate+,35,3960466.0,50.05,5
Government Job,Yes,Not Pookie,Nuclear,2,Obese,No,Yes,Chill,Gaon ka Chhora,12th Pass,31,21235.0,2.05,2
Private Job,No,Not Pookie,Alone,6,Passionate,Yes,No,Chill,Shehr ka Launda,12th Pass,33,10680569.0,108.88,6
Business,Yes,Not Pookie,Joint,3,Optional,Yes,No,Chill,Shehr ka Launda,Uneducated,30,6474305.0,74.23,8
Private Job,Yes,Not Pookie,Nuclear,5,Optional,No,No,Chill,Shehr ka Launda,Graduate+,27,22012410.0,225.95,7
Unemployed,No,Not Pookie,Nuclear,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,29,0.0,1.53,0
Private Job,No,Not Pookie,Nuclear,2,Optional,No,No,Chill,Gaon ka Chhora,Uneducated,24,44968.0,3.14,0
Government Job,No,Not Pookie,Nuclear,9,Passionate,No,No,Chill,Shehr ka Launda,10th Pass,31,40735469.0,588.61,10
Private Job,Yes,Not Pookie,Nuclear,9,Passionate,Yes,No,Chill,Shehr ka Launda,12th Pass,26,46422536.0,679.52,10
Unemployed,No,Not Pookie,Nuclear,3,Optional,Yes,No,Chill,Shehr ka Launda,Graduate+,29,0.0,0.0,1
Government Job,Yes,Not Pookie,Nuclear,1,Passionate,No,No,Chill,Gaon ka Chhora,12th Pass,25,2540611.0,27.59,4
Self-employed,Yes,Not Pookie,Joint,3,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,22,5459854.0,75.29,5
Freelancer,No,Not Pookie,Nuclear,5,Optional,Yes,No,Virus,Shehr ka Launda,12th Pass,31,29635152.0,348.53,7
Private Job,Yes,Not Pookie,Nuclear,1,Optional,Yes,No,Virus,Gaon ka Chhora,Graduate+,29,7579551.0,111.24,5
Private Job,Yes,Not Pookie,Nuclear,8,Passionate,No,No,Chill,Gaon ka Chhora,12th Pass,29,43751219.0,603.24,9
Self-employed,Yes,Not Pookie,Joint,3,Optional,No,No,Chill,Gaon ka Chhora,10th Pass,18,9928158.0,141.23,4
Private Job,Yes,Pookie,Nuclear,0,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,26,980032.0,13.96,2
Self-employed,Yes,Not Pookie,Joint,4,Optional,Yes,No,Chill,Gaon ka Chhora,12th Pass,28,9527782.0,97.41,7
Business,Yes,Not Pookie,Nuclear,3,Optional,Yes,No,Chill,Shehr ka Launda,Graduate+,27,11844462.0,119.33,8
Private Job,No,Not Pookie,Joint,1,Optional,Yes,No,Chill,Gaon ka Chhora,Graduate+,29,4285405.0,44.02,3
Private Job,Yes,Not Pookie,Nuclear,2,Optional,No,Yes,Chill,Gaon ka Chhora,Graduate+,33,5967753.0,74.43,3
Government Job,Yes,Not Pookie,Alone,3,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,27,15472272.0,209.84,8
Private Job,No,Not Pookie,Nuclear,0,Optional,Yes,No,Chill,Shehr ka Launda,Graduate+,33,966834.0,9.63,2
Private Job,Yes,Not Pookie,Joint,1,Optional,No,No,Chill,Shehr ka Launda,12th Pass,33,3912136.0,46.7,2
Private Job,Yes,Not Pookie,Nuclear,4,Optional,No,No,Virus,Gaon ka Chhora,Graduate+,26,19752793.0,290.47,6
Private Job,Yes,,Joint,4,Obese,Yes,No,Virus,Gaon ka Chhora,Graduate+,25,19815108.0,-605,7
Freelancer,Yes,Not Pookie,Nuclear,10,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,28,31721017.0,389.65,9
Private Job,Yes,Not Pookie,Alone,1,Optional,No,No,Chill,Shehr ka Launda,Graduate+,18,830437.0,9.56,1
Private Job,No,Not Pookie,Joint,0,Optional,No,No,Virus,Gaon ka Chhora,12th Pass,28,51487.0,4.03,0
Unemployed,No,Not Pookie,Joint,1,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,23,0.0,1.22,0
Freelancer,Yes,Not Pookie,Nuclear,2,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,33,4203029.0,56.52,4
Unemployed,Yes,Not Pookie,Nuclear,0,Passionate,No,No,Virus,Gaon ka Chhora,10th Pass,26,0.0,0.0,0
Self-employed,Yes,Not Pookie,Alone,8,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,33,43187385.0,514.96,10
Private Job,Yes,Not Pookie,Joint,3,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,26,5084663.0,58.93,4
Unemployed,Yes,Not Pookie,Nuclear,2,Optional,No,Shehr ka Launda,Chill,No,N/A,36,0.0,0.0,0
Freelancer,Yes,Pookie,Nuclear,4,Obese,No,No,Virus,Shehr ka Launda,12th Pass,33,23978988.0,335.79,7
Private Job,Yes,Pookie,Nuclear,0,Optional,No,No,Chill,Gaon ka Chhora,12th Pass,27,667307.0,9.63,2
Private Job,Yes,Not Pookie,Nuclear,0,Optional,Yes,No,Chill,Shehr ka Launda,12th Pass,38,582786.0,3.59,3
Freelancer,No,Not Pookie,Nuclear,1,Obese,No,No,Virus,Gaon ka Chhora,12th Pass,30,3094930.0,41.45,0
Freelancer,No,Pookie,Nuclear,1,Passionate,No,No,Chill,Gaon ka Chhora,Graduate+,27,20665.0,3.52,2
Self-employed,No,Not Pookie,Nuclear,11,Optional,No,No,Chill,Gaon ka Chhora,Graduate+,24,49608838.0,524.46,9
Private Job,No,Not Pookie,Nuclear,9,Obese,No,No,Chill,Gaon ka Chhora,Graduate+,18,40617787.0,522.36,7
